ID,logFC,logCPM,LR,PValue,FDR
ENSMUSG00000080709,0.665519583,1.244648416,7.786433693,0.005264,0.052940881
ENSMUSG00000040599,0.658926727,3.206229417,7.783356258,0.005272974,0.052975753
ENSMUSG00000108961,-1.696566591,-1.583914502,7.78295502,0.005274146,0.052975753
ENSMUSG00000102573,1.607717547,-1.61926664,7.782313841,0.005276018,0.052975753
ENSMUSG00000094475,0.379846829,3.828074481,7.780541791,0.005281196,0.052975753
ENSMUSG00000082954,-1.800584466,-1.610802704,7.780425189,0.005281537,0.052975753
ENSMUSG00000041298,0.452088908,1.799060868,7.768937191,0.005315231,0.053285336
ENSMUSG00000023073,0.817139192,3.839825635,7.767377726,0.005319822,0.053302976
ENSMUSG00000104202,-1.148408325,0.538330272,7.755024062,0.005356333,0.053610282
ENSMUSG00000039686,-0.368867778,2.799445792,7.754699658,0.005357295,0.053610282
ENSMUSG00000045087,0.789659282,0.681120127,7.754113182,0.005359035,0.053610282
ENSMUSG00000025408,1.042616188,1.563181506,7.751083697,0.005368032,0.053671768
ENSMUSG00000044359,-0.527339123,2.584111156,7.745782256,0.005383813,0.053800985
ENSMUSG00000067049,-0.774342002,0.606563073,7.744532692,0.00538754,0.053809664
ENSMUSG00000099417,-1.428054987,-1.915527564,7.739805306,0.005401662,0.05392211
ENSMUSG00000041134,0.553734734,2.198902896,7.737973432,0.005407145,0.053922668
ENSMUSG00000032475,0.49224422,3.344033181,7.73787274,0.005407447,0.053922668
ENSMUSG00000057982,0.681122389,3.790489775,7.734180254,0.005418516,0.054001336
ENSMUSG00000075359,-0.454852263,2.232407443,7.733328572,0.005421072,0.054001336
ENSMUSG00000007603,0.56187155,1.506989177,7.72712609,0.005439727,0.054158504
ENSMUSG00000033767,-0.658186526,2.951322243,7.721919713,0.005455436,0.054258028
ENSMUSG00000056612,0.527780666,1.957535376,7.721764616,0.005455904,0.054258028
ENSMUSG00000038213,0.385434357,3.339376714,7.720949352,0.005458369,0.054258028
ENSMUSG00000018821,0.425883818,3.11443548,7.713560585,0.005480754,0.054437822
ENSMUSG00000025813,0.642819136,3.175142843,7.713071693,0.005482239,0.054437822
ENSMUSG00000084099,-0.946979183,-0.656501881,7.709373757,0.005493481,0.054487458
ENSMUSG00000036403,0.501296964,1.545885497,7.709248366,0.005493862,0.054487458
ENSMUSG00000028954,0.376052509,3.667603164,7.708572402,0.00549592,0.054487458
ENSMUSG00000029298,1.024657003,2.024564667,7.703005581,0.005512895,0.054587373
ENSMUSG00000066278,0.613069557,1.393955709,7.702535094,0.005514332,0.054587373
ENSMUSG00000061360,0.419314283,2.875833822,7.702416013,0.005514696,0.054587373
ENSMUSG00000044254,1.772976088,3.696722054,7.697559091,0.005529555,0.054694285
ENSMUSG00000066829,0.687974218,1.746042165,7.696987388,0.005531307,0.054694285
ENSMUSG00000081975,-0.492934805,3.023630047,7.694295433,0.005539563,0.054728556
ENSMUSG00000039660,0.58433854,1.868207969,7.69396192,0.005540587,0.054728556
ENSMUSG00000063286,0.602668435,2.689244652,7.692670894,0.005544551,0.054738998
ENSMUSG00000083038,-0.500389095,2.112299028,7.689712148,0.005553648,0.054800073
ENSMUSG00000082145,0.656923394,0.272470421,7.687024374,0.005561926,0.054852998
ENSMUSG00000024856,0.48610552,3.181532494,7.68235114,0.005576347,0.054966431
ENSMUSG00000021482,-0.411456236,3.932487633,7.680639384,0.005581639,0.054971388
ENSMUSG00000097412,0.548190398,4.284797952,7.680299751,0.005582689,0.054971388
ENSMUSG00000029313,-0.340635325,4.457042516,7.677439913,0.005591544,0.055009641
ENSMUSG00000031897,0.689327398,2.78543119,7.676451562,0.005594607,0.055009641
ENSMUSG00000041747,0.477182361,2.281159552,7.676215265,0.00559534,0.055009641
ENSMUSG00000074623,-1.246907362,-0.198701988,7.674281696,0.005601339,0.055039876
ENSMUSG00000022185,0.407264687,3.994849555,7.67294108,0.005605502,0.05505205
ENSMUSG00000101188,0.447676758,6.365162258,7.671230577,0.005610818,0.055072029
ENSMUSG00000026810,0.446553471,1.872527075,7.670404795,0.005613386,0.055072029
ENSMUSG00000020431,-1.295923662,-1.057202067,7.664084495,0.005633084,0.055236492
ENSMUSG00000039208,0.790065443,0.145870682,7.662442818,0.005638211,0.055257994
ENSMUSG00000031577,0.484737338,2.546969579,7.660885957,0.005643079,0.055276922
ENSMUSG00000033540,-0.559403562,1.232706919,7.659220982,0.005648289,0.055285151
ENSMUSG00000042506,0.369400022,3.989758577,7.658740965,0.005649792,0.055285151
ENSMUSG00000015305,-0.381454898,4.395285778,7.655471876,0.005660039,0.055352389
ENSMUSG00000112850,1.807441238,-1.244777289,7.650891395,0.005674428,0.055352389
ENSMUSG00000103823,-0.933685221,3.217789679,7.649899737,0.005677548,0.055352389
ENSMUSG00000074472,1.480363262,-1.53100288,7.64912556,0.005679985,0.055352389
ENSMUSG00000030306,-0.994928676,0.021177013,7.64893123,0.005680597,0.055352389
ENSMUSG00000063334,0.390960546,3.412708653,7.648761066,0.005681132,0.055352389
ENSMUSG00000035845,0.656547142,2.087031933,7.648237248,0.005682782,0.055352389
ENSMUSG00000018809,-0.611517398,0.64934867,7.647719348,0.005684414,0.055352389
ENSMUSG00000082330,-2.164221077,-1.199519933,7.646201815,0.005689198,0.055352389
ENSMUSG00000035873,0.636786733,1.23577717,7.645802222,0.005690458,0.055352389
ENSMUSG00000002731,-0.549243943,1.948508213,7.645085103,0.005692721,0.055352389
ENSMUSG00000099998,0.494724547,1.999552966,7.644706784,0.005693915,0.055352389
ENSMUSG00000001942,-0.408370955,4.365255531,7.644399894,0.005694884,0.055352389
ENSMUSG00000062081,-0.550235087,3.312616675,7.642965281,0.005699415,0.05536245
ENSMUSG00000029337,-1.15939368,-0.956359066,7.642210491,0.0057018,0.05536245
ENSMUSG00000034471,0.532150283,2.614995468,7.638405235,0.005713841,0.055450768
ENSMUSG00000026249,-0.898394578,0.111016945,7.63713061,0.00571788,0.055461378
ENSMUSG00000020623,-1.166978744,0.399531212,7.631631309,0.00573534,0.055602088
ENSMUSG00000048249,-0.595010271,4.411686101,7.630595914,0.005738634,0.055605383
ENSMUSG00000039275,0.483149594,3.2643064,7.629336762,0.005742642,0.055615594
ENSMUSG00000018651,0.690942758,0.235977624,7.627579399,0.00574824,0.055623244
ENSMUSG00000110812,-0.935810713,-0.650762876,7.627234124,0.00574934,0.055623244
ENSMUSG00000020747,-0.413509291,3.106874722,7.621559597,0.005767459,0.055769876
ENSMUSG00000082189,-0.63171896,1.16806926,7.612871633,0.005795312,0.056010441
ENSMUSG00000030498,-0.521454272,4.133046239,7.609911915,0.005804832,0.056052198
ENSMUSG00000110814,-0.626518949,1.218731452,7.609677377,0.005805587,0.056052198
ENSMUSG00000034343,0.343859207,3.645391966,7.606897123,0.005814545,0.056109917
ENSMUSG00000084127,-0.454563193,2.405456373,7.603271646,0.005826249,0.056193606
ENSMUSG00000081642,-0.896617776,1.84729436,7.602313768,0.005829345,0.056193606
ENSMUSG00000021400,-0.50981378,3.967595972,7.601439411,0.005832172,0.056193606
ENSMUSG00000082607,-1.462892047,-1.521865675,7.598974916,0.00584015,0.056235944
ENSMUSG00000019773,-1.191633819,-1.385396988,7.59805145,0.005843142,0.056235944
ENSMUSG00000026311,0.479294995,2.370718596,7.597315486,0.005845527,0.056235944
ENSMUSG00000040550,0.340059406,4.00952768,7.592753253,0.005860338,0.056345839
ENSMUSG00000040280,-1.087152561,-1.718201021,7.591954227,0.005862936,0.056345839
ENSMUSG00000028669,-0.478596542,2.866759675,7.584927209,0.005885834,0.056469255
ENSMUSG00000048782,0.676799471,2.671180162,7.584601449,0.005886898,0.056469255
ENSMUSG00000050666,-0.965153361,-0.526436556,7.583543066,0.005890355,0.056469255
ENSMUSG00000042447,0.452668827,2.832817746,7.582061699,0.005895198,0.056469255
ENSMUSG00000011884,-0.763141974,0.093716023,7.582009592,0.005895368,0.056469255
ENSMUSG00000033831,0.765055537,11.15635843,7.58190366,0.005895715,0.056469255
ENSMUSG00000109865,0.465971911,2.195266815,7.5815799,0.005896773,0.056469255
ENSMUSG00000054106,-6.863928828,-2.448983013,7.576449256,0.005913581,0.056601422
ENSMUSG00000044708,1.125758469,-0.282027318,7.572920867,0.005925169,0.056683512
ENSMUSG00000028179,-0.668650981,7.884378707,7.570227245,0.00593403,0.056739455
ENSMUSG00000032058,-0.429875082,2.98128725,7.566511686,0.005946276,0.056793282
ENSMUSG00000074794,0.915157447,6.838042107,7.566393049,0.005946667,0.056793282
ENSMUSG00000029600,0.860524144,-0.103415522,7.565774252,0.005948709,0.056793282
ENSMUSG00000042688,0.348526916,4.37850193,7.564058114,0.005954376,0.056818573
ENSMUSG00000044757,0.351675311,4.748444587,7.555862311,0.005981517,0.057048642
ENSMUSG00000063060,0.824551835,-0.223613857,7.554573318,0.005985797,0.057060556
ENSMUSG00000032513,0.396064049,3.216652091,7.546630569,0.006012239,0.057283617
ENSMUSG00000032796,-0.780233169,1.451440669,7.545469329,0.006016115,0.057291552
ENSMUSG00000021537,0.42770225,2.215291055,7.54266566,0.006025483,0.057351757
ENSMUSG00000037942,0.578790225,7.311542517,7.536967015,0.006044571,0.057504364
ENSMUSG00000061740,-0.425028309,6.129338809,7.534062217,0.006054324,0.057568062
ENSMUSG00000007610,0.452308901,2.068384037,7.530225911,0.00606723,0.057661654
ENSMUSG00000047735,0.554891004,3.91291165,7.526587894,0.006079494,0.057749062
ENSMUSG00000032312,-0.367326719,3.620447941,7.519546903,0.006103303,0.057945984
ENSMUSG00000041625,-0.408450915,4.034767276,7.518603005,0.006106502,0.057947133
ENSMUSG00000022833,1.1492344,-1.391802154,7.516901177,0.006112274,0.057972685
ENSMUSG00000045975,-0.439515624,6.176919613,7.513904477,0.006122451,0.058039973
ENSMUSG00000022526,0.954656368,-0.026432851,7.511018974,0.006132267,0.05810377
ENSMUSG00000013495,-0.609434524,1.307217125,7.502686673,0.006160702,0.058343832
ENSMUSG00000038587,0.961179356,2.206126547,7.498240592,0.00617593,0.058458639
ENSMUSG00000031148,0.369816351,3.058970246,7.492462869,0.006195776,0.058593957
ENSMUSG00000030643,-0.81990253,3.323342568,7.492266936,0.00619645,0.058593957
ENSMUSG00000015668,0.450706865,2.013788571,7.486867011,0.00621506,0.058740424
ENSMUSG00000022451,0.389630355,4.482446277,7.485118994,0.006221096,0.058754825
ENSMUSG00000022217,-0.511613866,1.693414912,7.484618649,0.006222825,0.058754825
ENSMUSG00000095690,-0.487546989,1.656633608,7.478784656,0.00624302,0.058915956
ENSMUSG00000048756,-0.486884442,5.017230448,7.47475818,0.006256997,0.059018277
ENSMUSG00000031286,-0.612391597,1.084259025,7.47349317,0.006261395,0.059030184
ENSMUSG00000045551,1.03694337,1.386608631,7.471591171,0.006268013,0.059051045
ENSMUSG00000044749,-0.473197879,7.305376001,7.470564226,0.006271589,0.059051045
ENSMUSG00000024560,0.384555767,3.160884616,7.470154468,0.006273017,0.059051045
ENSMUSG00000105406,-0.755668425,2.864244562,7.468713907,0.006278038,0.05906878
ENSMUSG00000028780,-1.176875809,-0.859331201,7.467453746,0.006282434,0.059068989
ENSMUSG00000017418,-0.386851769,4.57101375,7.466909037,0.006284336,0.059068989
ENSMUSG00000063550,0.34592443,4.569410835,7.459661594,0.006309687,0.059258628
ENSMUSG00000020513,0.787762876,0.331219768,7.45851694,0.0063137,0.059258628
ENSMUSG00000050846,0.413682135,2.838706038,7.458444648,0.006313954,0.059258628
ENSMUSG00000082334,-0.497943967,2.116222152,7.454692598,0.006327128,0.059352688
ENSMUSG00000025504,-0.411066444,3.660989247,7.451211717,0.006339376,0.059412843
ENSMUSG00000040661,-0.437687756,4.829930517,7.451076401,0.006339852,0.059412843
ENSMUSG00000073913,-0.803771247,0.379783795,7.448803663,0.006347863,0.059458314
ENSMUSG00000028185,-0.411210029,3.357432058,7.447497585,0.006352471,0.05945892
ENSMUSG00000024420,-1.295811021,-1.571962204,7.446995272,0.006354244,0.05945892
ENSMUSG00000085962,-1.427365856,-2.082815684,7.444924873,0.006361557,0.059497785
ENSMUSG00000097954,-0.490998418,4.16816565,7.441943759,0.006372103,0.059566826
ENSMUSG00000039542,-1.053593201,-1.620633659,7.440342706,0.006377774,0.059590253
ENSMUSG00000033065,-0.475792342,2.273979818,7.433576966,0.006401797,0.059785032
ENSMUSG00000033594,-0.737459291,3.389040468,7.43147492,0.006409279,0.059825232
ENSMUSG00000041577,-0.457680269,3.55631001,7.429093858,0.006417765,0.059874759
ENSMUSG00000101834,-0.736294342,1.149769974,7.42816253,0.006421087,0.059876084
ENSMUSG00000105114,0.698983857,0.856429746,7.425509635,0.006430561,0.059934738
ENSMUSG00000029571,-0.45752026,7.094698715,7.422840227,0.006440108,0.059981075
ENSMUSG00000039834,0.556969955,1.674017147,7.42233836,0.006441904,0.059981075
ENSMUSG00000021009,0.434828218,2.476635642,7.409517092,0.006487974,0.060380168
ENSMUSG00000084858,0.649240295,3.982977415,7.404896414,0.006504659,0.06050554
ENSMUSG00000098014,1.291997312,0.211135871,7.402264261,0.006514183,0.0605511
ENSMUSG00000028468,0.338389564,3.86786719,7.401765612,0.006515989,0.0605511
ENSMUSG00000092075,1.791476214,4.542152037,7.398057924,0.006529433,0.060646097
ENSMUSG00000053950,0.582914426,2.55378858,7.396311528,0.006535775,0.060675071
ENSMUSG00000022253,-0.474476445,6.06970789,7.393306517,0.006546703,0.060746565
ENSMUSG00000047547,0.400763629,4.471043113,7.392261018,0.006550509,0.060751942
ENSMUSG00000029594,0.479985416,1.869103325,7.389286111,0.006561353,0.06079473
ENSMUSG00000040177,0.527538684,1.398035677,7.389223388,0.006561581,0.06079473
ENSMUSG00000091498,-0.369854485,4.305720613,7.387620399,0.006567432,0.060819006
ENSMUSG00000090021,-0.473777926,2.374676899,7.382480951,0.006586225,0.06096306
ENSMUSG00000011382,-0.402886198,6.366114594,7.376480111,0.006608238,0.061136756
ENSMUSG00000008305,-0.412372304,4.2868185,7.370806956,0.006629118,0.061293664
ENSMUSG00000024999,0.613134103,2.072203708,7.370104101,0.006631709,0.061293664
ENSMUSG00000080888,0.626217522,4.432883702,7.368211364,0.006638693,0.061328106
ENSMUSG00000030170,0.694196907,1.518933034,7.36562754,0.006648239,0.061386172
ENSMUSG00000038206,-0.411479492,4.456295684,7.361244303,0.006664466,0.06150583
ENSMUSG00000003437,0.392422329,3.255106439,7.359132149,0.006672299,0.061547953
ENSMUSG00000055897,-0.603286847,1.077974784,7.356739721,0.006681183,0.061572349
ENSMUSG00000029554,0.445378645,1.699863935,7.356658601,0.006681484,0.061572349
ENSMUSG00000066361,0.600771528,4.811646982,7.344533344,0.006726699,0.061948478
ENSMUSG00000062761,-0.443853767,1.928127816,7.343950415,0.006728881,0.061948478
ENSMUSG00000083170,0.649856313,3.984886333,7.342797479,0.006733198,0.061957923
ENSMUSG00000107198,1.163567804,-0.113181374,7.339166572,0.006746811,0.062052865
ENSMUSG00000032423,0.458472386,4.592849207,7.336884693,0.006755381,0.062101349
ENSMUSG00000033386,0.498551212,3.628104819,7.333052227,0.0067698,0.062203524
ENSMUSG00000023961,0.46061324,3.008947134,7.330293736,0.006780197,0.06226867
ENSMUSG00000078866,0.624771265,5.26545293,7.320811456,0.006816063,0.062567537
ENSMUSG00000045671,-0.608446768,1.389932813,7.315057784,0.00683792,0.062737583
ENSMUSG00000039041,0.379999219,5.082595597,7.312232024,0.006848681,0.062805705
ENSMUSG00000066647,0.485118431,2.124956315,7.30633245,0.006871203,0.062981563
ENSMUSG00000083997,0.594756409,1.809417781,7.304732748,0.006877322,0.063006983
ENSMUSG00000022788,-0.357346151,5.026347789,7.301831419,0.006888436,0.063078108
ENSMUSG00000040035,-0.918874158,-0.073439611,7.295558465,0.006912528,0.063258737
ENSMUSG00000052557,0.555121945,2.796757475,7.294946773,0.006914882,0.063258737
ENSMUSG00000060862,0.697468499,2.567747697,7.290496196,0.006932033,0.063384838
ENSMUSG00000079138,0.577841181,0.808863136,7.287680581,0.006942906,0.063453438
ENSMUSG00000034724,-0.480808228,4.220002031,7.283834901,0.006957784,0.063547418
ENSMUSG00000081895,-0.521318533,4.439062227,7.283278586,0.006959939,0.063547418
ENSMUSG00000095588,-0.442738747,5.113343283,7.282386371,0.006963397,0.063548169
ENSMUSG00000001496,-0.736536956,0.970465697,7.280133847,0.006972134,0.063573685
ENSMUSG00000036040,-0.631381607,1.867098794,7.279924606,0.006972946,0.063573685
ENSMUSG00000097691,-0.993839727,0.653100457,7.276214698,0.006987363,0.063674286
ENSMUSG00000020547,0.621405518,1.478752552,7.269997191,0.007011591,0.063864165
ENSMUSG00000031271,1.680661857,2.954695284,7.264687639,0.00703235,0.064022268
ENSMUSG00000078580,0.473995949,1.57780363,7.254140473,0.007073772,0.064368249
ENSMUSG00000110515,0.490044631,2.074587313,7.248758429,0.007095005,0.064530272
ENSMUSG00000075304,1.190189906,-1.542453281,7.24612446,0.00710542,0.064593795
ENSMUSG00000053469,-4.246967592,-2.538564697,7.233948898,0.007153768,0.065001926
ENSMUSG00000029882,-6.835947372,-2.69754573,7.232767327,0.007158478,0.065013344
ENSMUSG00000021192,0.368888936,3.703882588,7.228492975,0.007175542,0.065128302
ENSMUSG00000083817,0.678310975,3.181273248,7.227027377,0.007181402,0.065128302
ENSMUSG00000028240,1.207816207,7.374807526,7.226999579,0.007181513,0.065128302
ENSMUSG00000023274,-1.068558405,-0.701518788,7.220819079,0.007206282,0.065321457
ENSMUSG00000037013,0.361835723,3.856654306,7.218623328,0.007215102,0.065346568
ENSMUSG00000039458,0.474244029,2.368415074,7.218329989,0.007216281,0.065346568
ENSMUSG00000039763,-0.505909583,2.830012144,7.217538354,0.007219465,0.065346568
ENSMUSG00000033931,0.475494376,2.162783009,7.215590215,0.007227305,0.065360421
ENSMUSG00000027067,0.316948898,4.239869126,7.215432802,0.007227938,0.065360421
ENSMUSG00000021147,0.418104931,3.128034112,7.211498542,0.007243799,0.065472396
ENSMUSG00000020387,-0.678420255,3.155283913,7.209305575,0.007252655,0.065512805
ENSMUSG00000041741,-0.62031231,1.273753019,7.208668676,0.007255229,0.065512805
ENSMUSG00000083044,-0.480065483,4.934470457,7.203076348,0.007277872,0.065665739
ENSMUSG00000008193,-1.22265781,-1.706218598,7.202763238,0.007279142,0.065665739
ENSMUSG00000020076,0.331984175,4.462697726,7.197178161,0.007301831,0.065838874
ENSMUSG00000110384,-0.960477945,0.181394036,7.193742156,0.007315825,0.065933482
ENSMUSG00000031150,1.349326504,-1.356045477,7.191161369,0.007326355,0.065962381
ENSMUSG00000072082,-0.534027004,3.074070377,7.190938807,0.007327264,0.065962381
ENSMUSG00000025486,-0.379234469,3.763676771,7.190229025,0.007330162,0.065962381
ENSMUSG00000027324,0.635721564,0.918961124,7.189523216,0.007333046,0.065962381
ENSMUSG00000039981,-0.742072705,0.41783046,7.186233266,0.007346504,0.066051877
ENSMUSG00000068396,-0.697401217,2.840940223,7.184288682,0.00735447,0.066091939
ENSMUSG00000042029,-1.136061332,-0.794867152,7.183148297,0.007359146,0.066102407
ENSMUSG00000027080,0.433120293,1.901612609,7.18024553,0.007371062,0.066177865
ENSMUSG00000064348,-0.726189423,2.380348426,7.174631332,0.007394164,0.066317406
ENSMUSG00000031578,0.576860293,2.043230203,7.173136387,0.007400328,0.066317406
ENSMUSG00000106192,0.685672684,0.857585207,7.173132718,0.007400343,0.066317406
ENSMUSG00000074238,0.394705604,2.912335318,7.173047651,0.007400694,0.066317406
ENSMUSG00000082724,0.624090948,4.376633783,7.168187927,0.00742077,0.066465666
ENSMUSG00000082927,-0.535101754,2.467392138,7.165523806,0.007431799,0.066475051
ENSMUSG00000020677,0.424004895,3.079941106,7.165261107,0.007432887,0.066475051
ENSMUSG00000022453,-0.395951393,3.196304672,7.165166314,0.00743328,0.066475051
ENSMUSG00000032125,-0.425663608,2.554998861,7.164254129,0.007437061,0.066475051
ENSMUSG00000081750,-0.569221703,2.833207788,7.16367273,0.007439472,0.066475051
ENSMUSG00000040723,-0.517470745,1.556544002,7.159349195,0.007457425,0.066603861
ENSMUSG00000026932,-0.39420144,3.85675308,7.15601966,0.007471281,0.066695972
ENSMUSG00000034382,0.546826615,2.676052533,7.152520152,0.007485873,0.06679456
ENSMUSG00000018379,0.469877252,5.706780168,7.139448636,0.007540634,0.067251311
ENSMUSG00000040584,-0.576460052,3.100018346,7.137968183,0.007546862,0.067274986
ENSMUSG00000027823,0.360454216,4.902069777,7.13238669,0.007570389,0.067452778
ENSMUSG00000021497,-0.329544136,5.139133593,7.129741274,0.007581567,0.067520414
ENSMUSG00000017723,-1.301129542,-0.232012055,7.127071986,0.007592862,0.067562902
ENSMUSG00000093023,-0.724267648,0.318727751,7.126917851,0.007593515,0.067562902
ENSMUSG00000038074,0.659318063,1.262169507,7.125551475,0.007599304,0.067582471
ENSMUSG00000038658,-0.372899868,4.64640399,7.122164451,0.007613673,0.067678294
ENSMUSG00000104843,1.15422749,-1.089149198,7.111931985,0.007657254,0.068033563
ENSMUSG00000106239,0.558939886,3.011715027,7.10951238,0.007667596,0.06809332
ENSMUSG00000038712,0.312623231,4.970305058,7.108041817,0.007673889,0.068117073
ENSMUSG00000096979,0.919073683,6.43632923,7.106022931,0.007682537,0.068161699
ENSMUSG00000049521,0.440993361,3.56054691,7.101557858,0.007701698,0.068277479
ENSMUSG00000047044,-0.497628886,1.282357306,7.101292208,0.00770284,0.068277479
ENSMUSG00000038225,0.783924888,0.005717685,7.098946184,0.007712929,0.068334733
ENSMUSG00000083079,-0.872839053,2.266688022,7.096914225,0.007721678,0.068356976
ENSMUSG00000040888,-0.333191522,3.663922099,7.096676783,0.007722701,0.068356976
ENSMUSG00000000568,0.500837693,2.176660543,7.091840907,0.007743566,0.068509458
ENSMUSG00000025880,0.827946675,2.64677644,7.088503851,0.007757999,0.068591864
ENSMUSG00000070661,1.357372817,1.327582229,7.088002982,0.007760167,0.068591864
ENSMUSG00000021922,0.593988599,9.41474697,7.086654712,0.007766008,0.068611276
ENSMUSG00000044795,0.434255761,2.464759376,7.082904842,0.007782275,0.068722748
ENSMUSG00000024479,0.494792565,5.047593752,7.076252127,0.007811222,0.068946026
ENSMUSG00000037025,0.662793476,3.877780176,7.070590118,0.007835944,0.069131829
ENSMUSG00000043424,0.352301704,4.298751261,7.064731291,0.00786161,0.069325779
ENSMUSG00000083151,-0.635050383,2.840877697,7.063303646,0.007867878,0.069348563
ENSMUSG00000090093,0.387591382,4.025598571,7.061977574,0.007873703,0.069367438
ENSMUSG00000035125,0.734447778,0.232954705,7.058362469,0.007889608,0.069475048
ENSMUSG00000022358,-0.773982992,1.260512104,7.052040556,0.007917501,0.069676492
ENSMUSG00000080877,-1.334775479,-0.448745015,7.05150098,0.007919886,0.069676492
ENSMUSG00000096957,1.340304956,-1.804268628,7.049528827,0.00792861,0.069720667
ENSMUSG00000029715,0.645409662,1.103782504,7.046347118,0.007942707,0.069812015
ENSMUSG00000066306,-0.376880499,4.651697491,7.03475402,0.007994285,0.070232576
ENSMUSG00000080969,0.427465032,2.489764949,7.032744262,0.008003262,0.07024609
ENSMUSG00000060036,0.444932332,6.485087253,7.032024442,0.008006479,0.07024609
ENSMUSG00000024539,0.577289983,2.298635501,7.031904163,0.008007017,0.07024609
ENSMUSG00000085028,-0.881921039,0.157259422,7.029096711,0.008019579,0.070294276
ENSMUSG00000045294,1.334767315,7.012538009,7.02900796,0.008019977,0.070294276
ENSMUSG00000080914,-0.55632931,3.030537203,7.021613971,0.008053161,0.070525409
ENSMUSG00000034371,0.507240758,5.818653812,7.021463185,0.008053839,0.070525409
ENSMUSG00000071204,-0.537844158,7.552747677,7.018889275,0.008065425,0.070570909
ENSMUSG00000002781,-0.420604007,2.668296864,7.018643501,0.008066532,0.070570909
ENSMUSG00000095940,-1.111249196,1.210653302,7.016286768,0.008077156,0.070631037
ENSMUSG00000050014,2.168155068,-2.374883906,7.015083508,0.008082586,0.070645707
ENSMUSG00000025815,-0.379536624,4.972269892,7.011366929,0.008099382,0.070754994
ENSMUSG00000004347,-1.053311276,-1.355149903,7.009991729,0.008105605,0.070754994
ENSMUSG00000039456,0.451840869,3.223537328,7.00933579,0.008108576,0.070754994
ENSMUSG00000042647,-0.475639632,3.19543102,7.008994296,0.008110123,0.070754994
ENSMUSG00000037531,0.56147579,2.296114155,6.997896937,0.008160553,0.07116199
ENSMUSG00000046572,0.819026943,0.553210716,6.995062161,0.008173487,0.071241778
ENSMUSG00000037997,0.565941205,0.976373072,6.99290903,0.008183325,0.071294518
ENSMUSG00000024440,0.490763894,2.784110591,6.985779531,0.008215986,0.071545962
ENSMUSG00000010048,0.397894215,3.096092792,6.978067454,0.008251467,0.071773428
ENSMUSG00000028156,0.348115945,4.311990657,6.977654505,0.008253371,0.071773428
ENSMUSG00000111619,1.133063111,0.752689297,6.977616952,0.008253544,0.071773428
ENSMUSG00000009073,0.365582851,3.524015275,6.972327727,0.008277975,0.071952644
ENSMUSG00000026037,0.527221331,1.262462715,6.970093974,0.008288314,0.072009273
ENSMUSG00000055612,0.96239899,-0.125573508,6.968975674,0.008293496,0.072021055
ENSMUSG00000039835,0.699592638,2.235402534,6.962566644,0.008323255,0.07224616
ENSMUSG00000080205,-1.491618512,-0.382131767,6.96163998,0.008327567,0.072250276
ENSMUSG00000078974,0.531435597,2.966479369,6.958208767,0.008343552,0.072345335
ENSMUSG00000070319,0.361828184,3.772264869,6.957639279,0.008346209,0.072345335
ENSMUSG00000001707,0.586335188,1.528392679,6.951004453,0.008377218,0.072562992
ENSMUSG00000063760,-0.409127999,4.273760762,6.950618235,0.008379027,0.072562992
ENSMUSG00000027168,-0.613036909,1.153662281,6.948033025,0.008391145,0.072634519
ENSMUSG00000032232,0.425268959,5.342837479,6.944226809,0.008409018,0.072755779
ENSMUSG00000029062,0.460467642,2.629542968,6.937289803,0.008441692,0.073004934
ENSMUSG00000024212,0.450401418,2.097828776,6.935987183,0.008447842,0.073024577
ENSMUSG00000045414,0.415112206,4.170015775,6.930586789,0.008473388,0.073211787
ENSMUSG00000001300,-0.745058053,0.764871052,6.929228488,0.008479826,0.073233801
ENSMUSG00000024759,-0.365921734,5.894577017,6.923950032,0.008504891,0.073416591
ENSMUSG00000109612,-1.123400136,-1.17040179,6.919271945,0.008527169,0.073530135
ENSMUSG00000112727,-0.40025358,3.993423331,6.919147889,0.00852776,0.073530135
ENSMUSG00000033220,0.736202495,0.894151037,6.918728329,0.008529761,0.073530135
ENSMUSG00000060096,0.4654907,3.498735469,6.912334923,0.008560313,0.073759734
ENSMUSG00000078862,0.354555132,4.210980609,6.908484564,0.008578767,0.073876223
ENSMUSG00000074649,0.634189259,0.836169218,6.907877429,0.008581681,0.073876223
ENSMUSG00000025316,-0.889152928,1.888927503,6.899248101,0.008623201,0.074189555
ENSMUSG00000027173,0.506226966,3.282531001,6.898676332,0.008625959,0.074189555
ENSMUSG00000054720,-0.432347571,2.2579057,6.897256872,0.008632811,0.074214581
ENSMUSG00000020532,0.54155177,5.660276275,6.891969683,0.008658381,0.07440043
ENSMUSG00000005124,-0.831036818,-0.320370772,6.889049973,0.008672535,0.074488053
ENSMUSG00000024966,0.562321273,4.910982494,6.886959292,0.008682684,0.074509479
ENSMUSG00000057370,-1.081431736,-0.595456054,6.886905706,0.008682944,0.074509479
ENSMUSG00000028617,0.565771126,0.982173386,6.885762459,0.0086885,0.074523183
ENSMUSG00000028741,0.391085178,3.107776588,6.884285082,0.008695684,0.07455084
ENSMUSG00000024240,-0.459391846,2.372719508,6.88307878,0.008701555,0.074567215
ENSMUSG00000034675,1.283453954,-1.043260085,6.879405396,0.008719457,0.074686629
ENSMUSG00000078902,0.585978629,2.54425154,6.877137337,0.008730529,0.07474746
