"","C1","C2","C3","C4","C5","R2","R3","R4","R5"
"ENSMUSG00000094286",0.3978757,0.7390358,0.5282486,0.4135579,0.3773563,0.5067526,0.464949,0.888141,0.5434002
"ENSMUSG00000094290",1.071791,1.313595,1.308094,0.8030007,0.8757037,1.128038,1.073143,1.155565,0.9026013
"ENSMUSG00000094292",0.3463464,0.305057,0.38955,0.1673506,0.3105231,0.5910135,0.2026716,0.3491672,0.2058097
"ENSMUSG00000094293",0.5582789,0.8721508,0.4455404,0.567898,0.5301671,0.9061684,0.7737584,0.6996797,0.7637917
"ENSMUSG00000094306",963.7505,1877.547,1278.747,948.9813,1399.36,1685.12,981.6607,2063.677,1058.131
"ENSMUSG00000094320",14.76292,13.21517,12.50876,9.753324,9.269003,12.29477,12.37841,12.71071,9.869931
"ENSMUSG00000094326",16.81445,12.00628,12.11436,13.03777,13.09393,13.7361,14.94137,12.52461,14.68076
"ENSMUSG00000094336",1.408638,1.104894,1.407774,1.788224,1.77582,1.389368,1.204118,1.391233,1.423013
"ENSMUSG00000094338",15.88687,14.93766,15.28246,15.70565,14.02921,15.03482,14.5078,14.09359,15.9543
"ENSMUSG00000094344",16.45397,10.07261,10.14899,10.64417,11.01813,10.26604,9.644053,10.55912,10.32011
"ENSMUSG00000094347",14.95781,19.84278,18.00525,14.15943,15.93747,20.5677,20.65605,20.49798,16.3934
"ENSMUSG00000094359",0.8976079,0.880372,0.8404667,0.915857,0.8113438,0.918948,0.956573,0.7299901,0.9378484
"ENSMUSG00000094367",0.8754916,1.107482,0.7777726,0.5043461,0.8115255,0.8614283,0.6243756,1.244677,0.492663
"ENSMUSG00000094374",0.2664774,0.2507392,0.4319865,0.2186879,0.1532621,0.3097674,0.4504253,0.3114624,0.4254938
"ENSMUSG00000094377",36.23963,74.82026,46.66311,27.91343,41.97014,64.13209,36.37198,76.90928,33.11236
"ENSMUSG00000094380",0.2475587,0.3046584,0.2292489,0.2934145,0.3750775,0.3070447,0.2038574,0.3454573,0.3176611
"ENSMUSG00000094388",11.88003,14.13124,16.58497,12.07069,14.5367,17.36863,21.33072,27.82104,12.93882
"ENSMUSG00000094390",0.9648854,0.7473773,0.924276,0.955777,0.8633952,0.800413,0.8009678,0.8296946,1.229832
"ENSMUSG00000094392",0.4796233,0.1543187,0.2607265,0.3385592,0.4113052,0.3043169,0.1840887,0.1581509,0.2589701
"ENSMUSG00000094394",0.2715013,0.3585513,0.3343424,0.1808304,0.2658788,0.3534715,0.1650302,0.4488127,0.2100144
"ENSMUSG00000094403",18.98021,17.67382,18.07379,21.73472,20.16106,19.38067,17.287,18.39948,20.79631
"ENSMUSG00000094410",1.697461,1.621093,1.63807,2.220738,1.981812,1.598108,1.698082,1.449557,1.735324
"ENSMUSG00000094417",0.4028483,0.6578128,0.3566904,0.4024785,0.4319881,0.3136416,0.4048708,0.4180963,0.361673
"ENSMUSG00000094437",4.622116,4.432413,4.069407,3.735774,4.676925,4.254138,4.010085,4.293025,4.451361
"ENSMUSG00000094441",4.353378,4.234507,4.882373,5.24896,4.834261,3.723015,5.189241,5.689913,5.910782
"ENSMUSG00000094446",1.191568,0.7513562,0.747958,0.9955206,1.107818,0.8514462,0.9257179,0.7474612,1.093021
"ENSMUSG00000094452",0.7877485,1.251642,0.8279021,0.5793854,0.7892944,0.9337062,0.4620136,1.046829,0.5307859
"ENSMUSG00000094455",0.3497206,0.4289542,1.447238,0.5111095,0.3227245,0.7810891,1.080962,0.4642579,0.3286767
"ENSMUSG00000094456",0.9026692,1.128565,1.193349,0.9295182,1.031416,0.9715522,0.7901781,1.364201,1.058109
"ENSMUSG00000094463",0.9664052,0.6609419,0.5536962,0.6188974,0.6367531,0.7890874,0.6181238,0.488743,0.8416562
